BoroName,BoroCode,CTLabel,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area
Staten Island,5,9,900,5000900,E,SI22,West New Brighton-New Brighton-St. George,3903,7729.016794,2497009.714
Manhattan,1,98,9800,1009800,I,MN19,Turtle Bay-East Midtown,3808,5534.199811,1906016.35
Manhattan,1,100,10000,1010000,I,MN19,Turtle Bay-East Midtown,3808,5692.168737,1860938.377
Manhattan,1,102,10200,1010200,I,MN17,Midtown-Midtown South,3807,5687.802439,1860992.705
Manhattan,1,104,10400,1010400,I,MN17,Midtown-Midtown South,3807,5693.036367,1864600.375
Manhattan,1,113,11300,1011300,I,MN17,Midtown-Midtown South,3807,5699.860641,1890907.291
Manhattan,1,114.02,11402,1011402,I,MN40,Upper East Side-Carnegie Hill,3805,4125.256029,1063547.414
Manhattan,1,130,13000,1013000,I,MN40,Upper East Side-Carnegie Hill,3805,5807.972956,1918144.54
Manhattan,1,140,14000,1014000,I,MN40,Upper East Side-Carnegie Hill,3805,5820.81564,1925984.223
Manhattan,1,148.01,14801,1014801,I,MN40,Upper East Side-Carnegie Hill,3805,3135.951423,559216.1578
Manhattan,1,184,18400,1018400,E,MN34,East Harlem North,3804,5771.874098,1903568.353
Manhattan,1,190,19000,1019000,I,MN11,Central Harlem South,3803,4231.827087,1117371.679
Manhattan,1,206,20600,1020600,E,MN03,Central Harlem North-Polo Grounds,3803,5176.87315,1602693.822
Manhattan,1,249,24900,1024900,I,MN36,Washington Heights South,3801,3927.82147,652856.343
Manhattan,1,261,26100,1026100,E,MN36,Washington Heights South,3801,5532.099858,1681539.06
Manhattan,1,263,26300,1026300,E,MN36,Washington Heights South,3801,5730.54184,1691891.994
Manhattan,1,269,26900,1026900,E,MN35,Washington Heights North,3801,6017.036777,1889655.548
Manhattan,1,277,27700,1027700,E,MN35,Washington Heights North,3801,5903.152544,1760155.959
Brooklyn,3,5.01,501,3000501,I,BK09,Brooklyn Heights-Cobble Hill,4004,4828.170042,901506.9925
Brooklyn,3,41,4100,3004100,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5283.85666,1744094.411
Brooklyn,3,58,5800,3005800,E,BK31,Bay Ridge,4013,6098.1678,2080303.311
Brooklyn,3,60,6000,3006000,I,BK31,Bay Ridge,4013,5498.334387,1639074.042
Brooklyn,3,67,6700,3006700,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,5236.047912,1680804.341
Brooklyn,3,69,6900,3006900,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5563.971321,1927677.572
Brooklyn,3,74,7400,3007400,E,BK32,Sunset Park West,4012,4994.563857,1516612.999
Brooklyn,3,78,7800,3007800,E,BK32,Sunset Park West,4012,4986.671595,1509791.99
Brooklyn,3,80,8000,3008000,E,BK32,Sunset Park West,4012,4989.723103,1506326.485
Brooklyn,3,98,9800,3009800,E,BK34,Sunset Park East,4012,5203.979585,1625498.652
Brooklyn,3,101,10100,3010100,I,BK32,Sunset Park West,4012,7585.529133,3393635.784
Brooklyn,3,102,10200,3010200,E,BK34,Sunset Park East,4012,5223.378481,1640687.839
Brooklyn,3,104,10400,3010400,E,BK34,Sunset Park East,4012,5221.791692,1639390.921
Brooklyn,3,108,10800,3010800,E,BK34,Sunset Park East,4012,5203.5166,1624849.988
Brooklyn,3,110,11000,3011000,E,BK34,Sunset Park East,4012,5365.03648,1699091.864
Brooklyn,3,114,11400,3011400,I,BK88,Borough Park,4014,5462.281937,1806159.314
Brooklyn,3,128.01,12801,3012801,E,BK30,Dyker Heights,4013,4828.983712,1238338.665
Brooklyn,3,130,13000,3013000,E,BK31,Bay Ridge,4013,5648.236507,1899181.527
Brooklyn,3,133,13300,3013300,I,BK37,Park Slope-Gowanus,4005,5175.703258,1596011.22
Brooklyn,3,137,13700,3013700,I,BK37,Park Slope-Gowanus,4005,5226.631566,1638366.058
Brooklyn,3,139,13900,3013900,I,BK37,Park Slope-Gowanus,4005,5219.68018,1631336.466
Brooklyn,3,151,15100,3015100,I,BK37,Park Slope-Gowanus,4005,5175.221646,1607114.126
Brooklyn,3,153,15300,3015300,I,BK37,Park Slope-Gowanus,4005,5188.381441,1619490.318
Brooklyn,3,155,15500,3015500,I,BK37,Park Slope-Gowanus,4005,5181.351516,1610814.53
Brooklyn,3,157,15700,3015700,I,BK37,Park Slope-Gowanus,4005,5427.704575,1802056.047
Brooklyn,3,170,17000,3017000,I,BK27,Bath Beach,4017,7327.427132,2249706.471
Bronx,2,224.04,22404,2022404,E,BX49,Pelham Parkway,3704,4027.010217,999997.8819
Brooklyn,3,178,17800,3017800,E,BK27,Bath Beach,4017,6092.042689,1765217.211
Brooklyn,3,186,18600,3018600,I,BK28,Bensonhurst West,4017,4679.729722,1216850.356
Brooklyn,3,188,18800,3018800,I,BK28,Bensonhurst West,4017,5864.289707,1885932.632
Brooklyn,3,190,19000,3019000,E,BK28,Bensonhurst West,4017,6614.318963,2291793.605
Brooklyn,3,192,19200,3019200,E,BK88,Borough Park,4014,5880.317176,2042946.474
Brooklyn,3,194,19400,3019400,E,BK30,Dyker Heights,4013,6220.292663,1920211.755
Brooklyn,3,195,19500,3019500,I,BK69,Clinton Hill,4004,4887.717107,1475082.708
Brooklyn,3,196,19600,3019600,E,BK30,Dyker Heights,4013,5718.167634,2027285.922
Brooklyn,3,197,19700,3019700,I,BK69,Clinton Hill,4004,6148.341529,1828072.206
Brooklyn,3,198,19800,3019800,E,BK30,Dyker Heights,4013,5279.397046,1450201.497
Brooklyn,3,204,20400,3020400,I,BK30,Dyker Heights,4013,5280.338351,1450945.825
Brooklyn,3,208,20800,3020800,E,BK30,Dyker Heights,4013,5945.305485,1542688.965
Brooklyn,3,210,21000,3021000,E,BK30,Dyker Heights,4013,5710.82802,1614539.932
Brooklyn,3,212,21200,3021200,E,BK30,Dyker Heights,4013,5986.105228,2054324.467
Brooklyn,3,214,21400,3021400,E,BK88,Borough Park,4014,5551.994241,1808036.312
Brooklyn,3,219,21900,3021900,E,BK61,Crown Heights North,4006,5031.288126,1582742.223
Brooklyn,3,220,22000,3022000,E,BK88,Borough Park,4014,6117.0823,2091173.161
Brooklyn,3,221,22100,3022100,E,BK61,Crown Heights North,4006,5511.964693,1617936.881
Brooklyn,3,222,22200,3022200,E,BK88,Borough Park,4014,5742.179476,1896474.051
Brooklyn,3,227,22700,3022700,E,BK69,Clinton Hill,4004,6861.719709,2588318.216
Brooklyn,3,235,23500,3023500,E,BK69,Clinton Hill,4004,4958.034954,1523725.767
Brooklyn,3,236,23600,3023600,E,BK88,Borough Park,4014,6242.981077,1828207.777
Brooklyn,3,238,23800,3023800,E,BK88,Borough Park,4014,6244.556731,1828765.822
Brooklyn,3,240,24000,3024000,E,BK88,Borough Park,4014,6240.45935,1827206.393
Brooklyn,3,242,24200,3024200,E,BK88,Borough Park,4014,6964.549393,2061125.047
Brooklyn,3,245,24500,3024500,E,BK75,Bedford,4003,5582.222563,1795931.543
Brooklyn,3,246,24600,3024600,E,BK88,Borough Park,4014,6796.313336,1845582.935
Brooklyn,3,247,24700,3024700,I,BK61,Crown Heights North,4006,7488.70173,2028330.425
Brooklyn,3,248,24800,3024800,E,BK28,Bensonhurst West,4017,6417.483306,1895137.519
Brooklyn,3,249,24900,3024900,E,BK75,Bedford,4003,5777.655193,1813352.695
Brooklyn,3,250,25000,3025000,I,BK28,Bensonhurst West,4017,5938.202539,1867289.953
Brooklyn,3,252,25200,3025200,E,BK28,Bensonhurst West,4017,6686.606727,1950979.095
Brooklyn,3,254,25400,3025400,E,BK28,Bensonhurst West,4017,6302.394681,1888611.582
Brooklyn,3,256,25600,3025600,E,BK28,Bensonhurst West,4017,6298.065461,1869263.07
Brooklyn,3,258,25800,3025800,E,BK28,Bensonhurst West,4017,6257.55432,1832115.625
Brooklyn,3,260,26000,3026000,E,BK28,Bensonhurst West,4017,5699.189185,1753286.172
Brooklyn,3,262,26200,3026200,E,BK28,Bensonhurst West,4017,5384.768035,1699503.058
Brooklyn,3,263,26300,3026300,E,BK75,Bedford,4003,4799.556849,1287405.971
Brooklyn,3,264,26400,3026400,E,BK28,Bensonhurst West,4017,7095.086067,2038976.304
Brooklyn,3,266,26600,3026600,E,BK28,Bensonhurst West,4017,7706.999647,1785503.086
Brooklyn,3,267,26700,3026700,E,BK75,Bedford,4003,5340.244066,1717367.878
Brooklyn,3,268,26800,3026800,E,BK28,Bensonhurst West,4017,6339.144273,1926489.204
Brooklyn,3,269,26900,3026900,E,BK75,Bedford,4003,5051.018932,1441848.772
Brooklyn,3,270,27000,3027000,E,BK28,Bensonhurst West,4017,5255.800772,1444005.58
Brooklyn,3,272,27200,3027200,E,BK28,Bensonhurst West,4017,7299.797685,1422363.403
Brooklyn,3,273,27300,3027300,E,BK35,Stuyvesant Heights,4003,5273.313701,1611451.005
Brooklyn,3,274,27400,3027400,E,BK28,Bensonhurst West,4017,6175.275942,1758627.07
Brooklyn,3,276,27600,3027600,E,BK28,Bensonhurst West,4017,6258.678985,1607862.58
Brooklyn,3,278,27800,3027800,E,BK28,Bensonhurst West,4017,6104.407843,1727742.077
Brooklyn,3,279,27900,3027900,E,BK35,Stuyvesant Heights,4003,5389.745821,1743087.978
Brooklyn,3,284,28400,3028400,E,BK28,Bensonhurst West,4017,6096.044707,1768012.327
Brooklyn,3,285.01,28501,3028501,I,BK78,Bushwick South,4002,4167.689738,895739.6968
Brooklyn,3,288,28800,3028800,E,BK28,Bensonhurst West,4017,5777.688164,1644934.164
Brooklyn,3,291,29100,3029100,E,BK35,Stuyvesant Heights,4003,5439.939153,1772059.652
Brooklyn,3,293,29300,3029300,E,BK35,Stuyvesant Heights,4003,5437.785217,1770060.576
Brooklyn,3,298,29800,3029800,E,BK29,Bensonhurst East,4017,7431.077921,2379873.959
Brooklyn,3,300,30000,3030000,I,BK29,Bensonhurst East,4017,7243.131793,2099450.971
Brooklyn,3,309,30900,3030900,E,BK61,Crown Heights North,4006,5470.581443,1587377.38
Brooklyn,3,317.01,31701,3031701,E,BK61,Crown Heights North,4006,5033.486008,1504293.97
Brooklyn,3,323,32300,3032300,E,BK63,Crown Heights South,4011,6269.420677,1862860.631
Brooklyn,3,329,32900,3032900,E,BK60,Prospect Lefferts Gardens-Wingate,4011,7138.852588,1683542.614
Brooklyn,3,331,33100,3033100,E,BK63,Crown Heights South,4011,7551.856927,1533546.784
Brooklyn,3,337,33700,3033700,E,BK61,Crown Heights North,4006,7545.478824,2126882.101
Brooklyn,3,339,33900,3033900,E,BK61,Crown Heights North,4006,7419.803528,1945657.673
Brooklyn,3,341,34100,3034100,E,BK61,Crown Heights North,4006,5030.776599,1504308.071
Brooklyn,3,342,34200,3034200,E,BK21,Seagate-Coney Island,4018,7381.417191,2475181.553
Brooklyn,3,363,36300,3036300,E,BK79,Ocean Hill,4007,8445.466887,2785736.459
Brooklyn,3,388,38800,3038800,E,BK25,Homecrest,4016,5947.056737,2130565.925
Brooklyn,3,396,39600,3039600,E,BK25,Homecrest,4016,5569.960507,1757819.546
Brooklyn,3,397,39700,3039700,E,BK78,Bushwick South,4002,6560.681694,1712820.273
Brooklyn,3,399,39900,3039900,E,BK78,Bushwick South,4002,6391.348731,1627809.275
Brooklyn,3,401,40100,3040100,E,BK78,Bushwick South,4002,5246.300165,1718318.954
Brooklyn,3,404,40400,3040400,E,BK29,Bensonhurst East,4017,7953.541649,1653839.791
Brooklyn,3,406,40600,3040600,E,BK29,Bensonhurst East,4017,5548.54636,1582378.666
Brooklyn,3,408,40800,3040800,E,BK29,Bensonhurst East,4017,5629.302552,1654268.744
Brooklyn,3,413,41300,3041300,E,BK78,Bushwick South,4002,5284.902369,1745182.881
Brooklyn,3,414.01,41401,3041401,E,BK25,Homecrest,4016,5189.96885,1454192.396
Brooklyn,3,415,41500,3041500,E,BK78,Bushwick South,4002,5326.724602,1750287.791
Brooklyn,3,417,41700,3041700,E,BK78,Bushwick South,4002,5025.01525,1519400.535
Brooklyn,3,418,41800,3041800,E,BK25,Homecrest,4016,6582.865969,1773170.32
Brooklyn,3,419,41900,3041900,E,BK78,Bushwick South,4002,5222.700541,1646861.671
Brooklyn,3,420,42000,3042000,E,BK25,Homecrest,4016,6966.654885,1820929.02
Brooklyn,3,421,42100,3042100,E,BK78,Bushwick South,4002,5252.771455,1651413.353
Brooklyn,3,426,42600,3042600,E,BK29,Bensonhurst East,4017,5548.580549,1829969.144
Brooklyn,3,428,42800,3042800,E,BK29,Bensonhurst East,4017,6669.645883,1773181.658
Brooklyn,3,429,42900,3042900,E,BK77,Bushwick North,4002,5385.17065,1809836.599
Brooklyn,3,430,43000,3043000,E,BK29,Bensonhurst East,4017,6283.851112,1721309.636
Brooklyn,3,431,43100,3043100,E,BK77,Bushwick North,4002,5386.799542,1810786.865
Brooklyn,3,432,43200,3043200,E,BK29,Bensonhurst East,4017,5480.481648,1593340.969
Brooklyn,3,433,43300,3043300,E,BK77,Bushwick North,4002,5387.201248,1810979.341
Brooklyn,3,434,43400,3043400,E,BK29,Bensonhurst East,4017,5543.211492,1509164.808
Brooklyn,3,435,43500,3043500,E,BK77,Bushwick North,4002,5385.051872,1810895.363
Brooklyn,3,436,43600,3043600,E,BK29,Bensonhurst East,4017,5828.14367,1480301.677
Brooklyn,3,439,43900,3043900,E,BK77,Bushwick North,4002,8162.503863,2152392.831
Brooklyn,3,440,44000,3044000,E,BK46,Ocean Parkway South,4014,6721.508464,2173529.656
Brooklyn,3,441,44100,3044100,E,BK77,Bushwick North,4002,5513.910688,1528572.533
Brooklyn,3,442,44200,3044200,I,BK46,Ocean Parkway South,4014,6808.86938,1969036.007
Brooklyn,3,443,44300,3044300,E,BK77,Bushwick North,4002,5552.173245,1805749.998
Brooklyn,3,444,44400,3044400,E,BK46,Ocean Parkway South,4014,6032.535557,1878090.012
Brooklyn,3,446,44600,3044600,E,BK88,Borough Park,4014,6573.68922,1519495.979
Brooklyn,3,452,45200,3045200,E,BK46,Ocean Parkway South,4014,7171.838353,2005613.079
Brooklyn,3,454,45400,3045400,E,BK46,Ocean Parkway South,4014,6358.012474,1423881.815
Brooklyn,3,456,45600,3045600,E,BK43,Midwood,4015,6877.053536,1653625.098
Brooklyn,3,460,46000,3046000,E,BK42,Flatbush,4015,9311.95976,2107798.136
Brooklyn,3,470,47000,3047000,E,BK88,Borough Park,4014,7325.247742,1966226.07
Brooklyn,3,472,47200,3047200,E,BK88,Borough Park,4014,6789.740082,1850619.132
Brooklyn,3,476,47600,3047600,E,BK88,Borough Park,4014,7553.380871,2236222.6
Brooklyn,3,495,49500,3049500,I,BK90,East Williamsburg,4001,4737.978177,1389722.735
Brooklyn,3,499,49900,3049900,I,BK76,Greenpoint,4001,5002.945382,1532199.801
Brooklyn,3,503,50300,3050300,E,BK90,East Williamsburg,4001,5030.788213,1348755.419
Brooklyn,3,505,50500,3050500,E,BK90,East Williamsburg,4001,6040.682134,1823285.676
Brooklyn,3,508.01,50801,3050801,E,BK42,Flatbush,4015,3753.545581,842216.0606
Brooklyn,3,510.01,51001,3051001,E,BK42,Flatbush,4015,3652.72659,828176.5767
Brooklyn,3,514,51400,3051400,E,BK42,Flatbush,4015,6293.562267,1949161.836
Brooklyn,3,516.01,51601,3051601,E,BK42,Flatbush,4015,4556.009525,1247781.408
Brooklyn,3,516.02,51602,3051602,E,BK42,Flatbush,4015,4557.163159,979567.9559
Brooklyn,3,517,51700,3051700,I,BK73,North Side-South Side,4001,6225.178515,2020312.329
Brooklyn,3,518,51800,3051800,I,BK42,Flatbush,4015,6299.575326,2170111.34
Brooklyn,3,520,52000,3052000,E,BK42,Flatbush,4015,6972.937631,2056594.475
Brooklyn,3,526,52600,3052600,E,BK42,Flatbush,4015,6736.724751,1823527.02
Brooklyn,3,528,52800,3052800,I,BK42,Flatbush,4015,7275.902278,1891640.222
Brooklyn,3,530,53000,3053000,E,BK43,Midwood,4015,5637.114227,1861290.054
Brooklyn,3,532,53200,3053200,E,BK43,Midwood,4015,6887.340455,1876179.01
Brooklyn,3,533,53300,3053300,E,BK72,Williamsburg,4001,6035.102695,2078811.967
Brooklyn,3,534,53400,3053400,E,BK43,Midwood,4015,5639.951384,1866105.772
Brooklyn,3,538,53800,3053800,E,BK43,Midwood,4015,5802.058584,1770108.615
Brooklyn,3,542,54200,3054200,E,BK43,Midwood,4015,5962.813577,2036089.77
Brooklyn,3,544,54400,3054400,I,BK43,Midwood,4015,5970.775436,2045270.611
Brooklyn,3,550,55000,3055000,E,BK44,Madison,4016,5722.060885,1937232.771
Brooklyn,3,552,55200,3055200,E,BK44,Madison,4016,5520.894729,1805017.4
Brooklyn,3,558,55800,3055800,E,BK44,Madison,4016,5599.344792,1847310.158
Brooklyn,3,560,56000,3056000,E,BK44,Madison,4016,5761.259478,1988439.594
Brooklyn,3,562,56200,3056200,I,BK44,Madison,4016,5590.084972,1838820.874
Brooklyn,3,564,56400,3056400,I,BK44,Madison,4016,6411.192904,1972387.642
Brooklyn,3,566,56600,3056600,I,BK44,Madison,4016,5577.840035,1846300.401
Brooklyn,3,568,56800,3056800,I,BK44,Madison,4016,5221.452802,1267976.136
Brooklyn,3,569,56900,3056900,I,BK76,Greenpoint,4001,5735.062634,1376243.887
Brooklyn,3,658,65800,3065800,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6272.716484,1650702.279
Brooklyn,3,570,57000,3057000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8653.416235,2824696.889
Brooklyn,3,571,57100,3057100,E,BK76,Greenpoint,4001,5516.210534,1892836.353
Brooklyn,3,572,57200,3057200,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,6491.895195,2622725.166
Brooklyn,3,573,57300,3057300,E,BK76,Greenpoint,4001,5625.868599,1831149.589
Brooklyn,3,574,57400,3057400,I,BK44,Madison,4016,6539.238886,1713577.629
Brooklyn,3,576,57600,3057600,I,BK44,Madison,4016,5342.001098,1707334.544
Brooklyn,3,578,57800,3057800,E,BK44,Madison,4016,5522.413912,1853782.133
Brooklyn,3,580,58000,3058000,E,BK44,Madison,4016,5340.45621,1707766.255
Brooklyn,3,586,58600,3058600,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,5442.139455,1759616.26
Brooklyn,3,591,59100,3059100,I,BK76,Greenpoint,4001,5916.283998,2060784.36
Brooklyn,3,592,59200,3059200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8185.09612,2360097.749
Brooklyn,3,594.01,59401,3059401,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9659.798155,4528015.907
Brooklyn,3,594.02,59402,3059402,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8094.774044,3470556.205
Brooklyn,3,596,59600,3059600,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,6850.705576,1863185.138
Brooklyn,3,600,60000,3060000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9650.320534,4732242.741
Brooklyn,3,632,63200,3063200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,5753.227368,1264075.903
Brooklyn,3,636,63600,3063600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5230.945402,1230571.816
Brooklyn,3,638,63800,3063800,I,BK44,Madison,4016,8403.550142,1498401.257
Brooklyn,3,640,64000,3064000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5734.951869,1651211.884
Brooklyn,3,646,64600,3064600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5619.588955,1782721.283
Brooklyn,3,648,64800,3064800,E,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5217.264794,1631120.822
Brooklyn,3,650,65000,3065000,I,BK58,Flatlands,4009,5765.937557,1789145.881
Brooklyn,3,652,65200,3065200,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6302.374451,1875210.128
Brooklyn,3,654,65400,3065400,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6780.003081,1631231.599
Brooklyn,3,656,65600,3065600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5236.660793,1653143.993
Brooklyn,3,660,66000,3066000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5223.596856,1639605.383
Brooklyn,3,670,67000,3067000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6204.720546,2244629.177
Brooklyn,3,672,67200,3067200,E,BK58,Flatlands,4009,8351.807821,1876487.989
Brooklyn,3,674,67400,3067400,I,BK58,Flatlands,4009,7270.497882,2039940.895
Brooklyn,3,676,67600,3067600,I,BK58,Flatlands,4009,6353.535031,1672665.675
Brooklyn,3,678,67800,3067800,I,BK58,Flatlands,4009,5416.415398,1789096.28
Brooklyn,3,680,68000,3068000,E,BK58,Flatlands,4009,5527.063945,1817783.466
Brooklyn,3,682,68200,3068200,I,BK58,Flatlands,4009,6486.696529,2176848.589
Brooklyn,3,686,68600,3068600,E,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6255.090757,1592924.452
Brooklyn,3,688,68800,3068800,I,BK58,Flatlands,4009,5544.892835,1686416.912
Brooklyn,3,690,69000,3069000,I,BK58,Flatlands,4009,6663.143627,1861629.045
Brooklyn,3,692,69200,3069200,I,BK58,Flatlands,4009,6487.948729,1952887.726
Brooklyn,3,728,72800,3072800,I,BK58,Flatlands,4009,7568.728376,2282665.341
Brooklyn,3,734,73400,3073400,I,BK58,Flatlands,4009,5187.844756,1626698.011
Brooklyn,3,738,73800,3073800,E,BK58,Flatlands,4009,5801.495288,1944417.156
Brooklyn,3,740,74000,3074000,E,BK58,Flatlands,4009,5614.8792,1747894.616
Brooklyn,3,744,74400,3074400,I,BK58,Flatlands,4009,5612.220413,1844716.483
Brooklyn,3,746,74600,3074600,E,BK58,Flatlands,4009,7730.189302,2159993.828
Brooklyn,3,748,74800,3074800,E,BK43,Midwood,4015,5679.863624,1900351.998
Brooklyn,3,750,75000,3075000,E,BK43,Midwood,4015,5639.078726,1866699.15
Brooklyn,3,752,75200,3075200,I,BK43,Midwood,4015,5638.878715,1864085.121
Brooklyn,3,754,75400,3075400,I,BK43,Midwood,4015,5639.972181,1867167.796
Brooklyn,3,756,75600,3075600,I,BK43,Midwood,4015,5582.965047,1867819.331
Brooklyn,3,760,76000,3076000,I,BK43,Midwood,4015,6345.003304,1954536.395
Brooklyn,3,762,76200,3076200,E,BK43,Midwood,4015,5822.844403,2024074.617
Brooklyn,3,764,76400,3076400,E,BK42,Flatbush,4015,7034.140418,1740194.686
Brooklyn,3,768,76800,3076800,E,BK43,Midwood,4015,9001.209896,3265655.286
Brooklyn,3,784,78400,3078400,I,BK91,East Flatbush-Farragut,4010,5509.694394,1801875.971
Brooklyn,3,790,79000,3079000,E,BK95,Erasmus,4010,5950.853444,1965032.156
Brooklyn,3,792,79200,3079200,E,BK95,Erasmus,4010,6106.756505,2332263.87
Brooklyn,3,796.01,79601,3079601,E,BK60,Prospect Lefferts Gardens-Wingate,4011,4382.684861,1188358.751
Brooklyn,3,800,80000,3080000,I,BK60,Prospect Lefferts Gardens-Wingate,4011,5625.230504,1869357.374
Brooklyn,3,804,80400,3080400,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6685.941426,2042543.224
Brooklyn,3,806,80600,3080600,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6017.656695,1790089.338
Brooklyn,3,814,81400,3081400,E,BK91,East Flatbush-Farragut,4010,5579.355559,1831958.592
Brooklyn,3,818,81800,3081800,E,BK95,Erasmus,4010,5542.998575,1699559.936
Brooklyn,3,824,82400,3082400,E,BK95,Erasmus,4010,6085.946919,2307258.416
Brooklyn,3,832,83200,3083200,I,BK91,East Flatbush-Farragut,4010,5511.624043,1566888.337
Brooklyn,3,836,83600,3083600,I,BK91,East Flatbush-Farragut,4010,6026.388951,2240975.58
Brooklyn,3,838,83800,3083800,I,BK91,East Flatbush-Farragut,4010,5510.798765,1796855.892
Brooklyn,3,840,84000,3084000,I,BK91,East Flatbush-Farragut,4010,5550.282711,1830663.382
Brooklyn,3,846,84600,3084600,E,BK96,Rugby-Remsen Village,4010,5454.284446,1778802.697
Brooklyn,3,848,84800,3084800,I,BK96,Rugby-Remsen Village,4010,4899.596749,1479845.466
Brooklyn,3,850,85000,3085000,I,BK91,East Flatbush-Farragut,4010,7007.3374,1556707.691
Brooklyn,3,862,86200,3086200,E,BK96,Rugby-Remsen Village,4010,4925.087366,1508724.512
Brooklyn,3,864,86400,3086400,E,BK96,Rugby-Remsen Village,4010,5386.181923,1621224.171
Brooklyn,3,866,86600,3086600,E,BK96,Rugby-Remsen Village,4010,7518.421482,1684237.127
Brooklyn,3,868,86800,3086800,E,BK96,Rugby-Remsen Village,4010,5606.519521,1879388.248
Brooklyn,3,870,87000,3087000,E,BK91,East Flatbush-Farragut,4010,5647.036225,1676352.267
Brooklyn,3,878,87800,3087800,I,BK60,Prospect Lefferts Gardens-Wingate,4011,6146.794989,1629552.999
Brooklyn,3,890,89000,3089000,E,BK96,Rugby-Remsen Village,4010,9452.909505,2672111.257
Brooklyn,3,896,89600,3089600,E,BK81,Brownsville,4007,5646.716464,1605933.843
Brooklyn,3,898,89800,3089800,E,BK81,Brownsville,4007,5546.683531,1661399.967
Brooklyn,3,902,90200,3090200,E,BK81,Brownsville,4007,6035.680234,2051102.74
Brooklyn,3,916,91600,3091600,E,BK81,Brownsville,4007,6785.204327,2321085.511
Brooklyn,3,924,92400,3092400,I,BK81,Brownsville,4007,8447.4214,2709111.047
Brooklyn,3,928,92800,3092800,E,BK96,Rugby-Remsen Village,4010,5286.460877,1692107.991
Brooklyn,3,930,93000,3093000,E,BK96,Rugby-Remsen Village,4010,6635.848345,2090418.963
Brooklyn,3,954,95400,3095400,I,BK50,Canarsie,4009,6931.218491,2551621.316
Brooklyn,3,964,96400,3096400,E,BK50,Canarsie,4009,5517.262746,1900792.266
Brooklyn,3,966,96600,3096600,I,BK50,Canarsie,4009,6518.290734,1950813.549
Brooklyn,3,968,96800,3096800,I,BK50,Canarsie,4009,5097.840527,1603786.871
Brooklyn,3,970,97000,3097000,I,BK50,Canarsie,4009,5377.961137,1759315.575
Brooklyn,3,984,98400,3098400,I,BK50,Canarsie,4009,4686.586215,1214786.691
Brooklyn,3,986,98600,3098600,E,BK50,Canarsie,4009,5278.877116,1677791.553
Brooklyn,3,992,99200,3099200,I,BK50,Canarsie,4009,5262.824766,1448961.107
Brooklyn,3,994,99400,3099400,E,BK50,Canarsie,4009,5763.484841,1872516.877
Brooklyn,3,996,99600,3099600,E,BK50,Canarsie,4009,5666.141948,2041897.35
Brooklyn,3,1004,100400,3100400,I,BK50,Canarsie,4009,4996.868566,1421504.199
Brooklyn,3,1006,100600,3100600,I,BK50,Canarsie,4009,5220.149814,1637144.158
Brooklyn,3,1008,100800,3100800,E,BK50,Canarsie,4009,5432.52851,1602833.033
Brooklyn,3,1010,101000,3101000,I,BK50,Canarsie,4009,5605.215519,1844400.828
Brooklyn,3,1014,101400,3101400,E,BK50,Canarsie,4009,5259.876734,1668038.251
Brooklyn,3,1016,101600,3101600,I,BK50,Canarsie,4009,4674.608494,1210060.371
Brooklyn,3,1020,102000,3102000,I,BK50,Canarsie,4009,5294.223201,1690994.82
Brooklyn,3,1024,102400,3102400,I,BK50,Canarsie,4009,5452.825317,1540219.432
Brooklyn,3,1026,102600,3102600,I,BK50,Canarsie,4009,5343.140587,1462012.237
